username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
NoiseCollector,More drum loops made freeware drum machine with temp indicated in tags and file name if known. Some are edited to loop perfectly.,"['85', 'bpm', 'drum', 'loop']",43176,/audio/original/43176.wav,85drummle5.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43176_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43176.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,A midi sequence created from a protein and DNA sequence using and built-in general MIDI laptop synth. Mastered in cool edit. Tempo indicated in tags and file name if known.,"['85', 'bpm', 'dna', 'loop', 'synth', 'world']",43177,/audio/original/43177.wav,85mididna.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43177_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43177.wav,https://www.freesound.org/apiv2/packs/2650/,85
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', '90', 'beat', 'bpm', 'drum', 'loop']",43178,/audio/original/43178.wav,180_90bpmbeat.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43178_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43178.wav,https://www.freesound.org/apiv2/packs/2650/,90
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', '90', 'beat', 'bpm', 'break', 'drum', 'loop']",43179,/audio/original/43179.wav,180_90bpmbreak.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43179_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43179.wav,https://www.freesound.org/apiv2/packs/2650/,90
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'arpeggio', 'bpm', 'loop', 'synth']",43180,/audio/original/43180.wav,180arpsallday.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43180_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43180.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'arpeggio', 'bpm', 'loop', 'synth']",43181,/audio/original/43181.wav,180arpsallday2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43181_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43181.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'arpeggio', 'bpm', 'loop', 'synth']",43182,/audio/original/43182.wav,180arpsallday3.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43182_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43182.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'bpm', 'drum', 'loop']",43183,/audio/original/43183.wav,180drum.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43183_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43183.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'bpm', 'drum', 'loop']",43184,/audio/original/43184.wav,180drum2.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43184_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43184.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'bpm', 'drum', 'glitch', 'loop']",43185,/audio/original/43185.wav,180drumbeatcorrupted.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43185_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43185.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'bpm', 'break', 'drum', 'loop']",43186,/audio/original/43186.wav,180drumbreak69.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43186_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43186.wav,https://www.freesound.org/apiv2/packs/2650/,180
NoiseCollector,Even more loops made with software synth and drum machine and mastered in cool edit. Tempo and instrument indicated in file name and or tags. Some are perfectly edited and some are not.,"['180', 'bpm', 'drum', 'fill', 'loop']",43187,/audio/original/43187.wav,180fill1.WAV,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/43/43187_4948-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/43187.wav,https://www.freesound.org/apiv2/packs/2650/,180
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231604,/audio/original/231604.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsAmped1.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231604_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231604.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231605,/audio/original/231605.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffects2.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231605_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231605.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231606,/audio/original/231606.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffects1.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231606_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231606.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231607,/audio/original/231607.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect4.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231607_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231607.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231608,/audio/original/231608.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect3.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231608_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231608.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231609,/audio/original/231609.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect2.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231609_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231609.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231610,/audio/original/231610.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect1.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231610_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231610.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231611,/audio/original/231611.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect6.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231611_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231611.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231612,/audio/original/231612.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsGuitarRigBreaksEffect5.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231612_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231612.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231613,/audio/original/231613.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsStepFiltered3.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231613_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231613.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231614,/audio/original/231614.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsStepFiltered4.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231614_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231614.wav,https://www.freesound.org/apiv2/packs/14118/,120
Jovica,This loop is an element form the mixdown sample proposals 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown1 and 20140316_attackloop_120BPM_4/4_Analog_1_Kit_ConstructionKit_mixdown2. It is a weird electronid effects loog which was created with the Waldorf Attack VST Drum Synth. The kit used was Analog 1 Kit and the loop was created using Cubase 7.5. Various processing tools were used to create some variations as walle as mastering using iZotope Ozone 5.,"['loop', 'weird', 'electronic', 'electro', 'ConstructionKit', 'dance', '120BPM', 'sci-fi', 'rhythmic']",231615,/audio/original/231615.flac,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_WeirdEffectsStepFiltered1.flac,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/231/231615_2518-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/231615.wav,https://www.freesound.org/apiv2/packs/14118/,120
